scenarioid,time,id,x_axis,y_axis,velocity
28,304.5,v40,235.68192868236653,148.2777279297319,8.62557849474689
28,305.0,v40,239.387524734459,150.48424305340015,8.62557849474689
28,305.5,v40,243.09312078655145,152.6907581770684,8.62557849474689
28,306.0,v40,246.7987168386439,154.89727330073666,8.62557849474689
28,306.5,v40,250.50431289073637,157.1037884244049,8.62557849474689
28,307.0,v40,254.20990894282883,159.31030354807316,8.62557849474689
28,307.5,v40,257.9155049949213,161.51681867174142,8.62557849474689
28,308.0,v40,261.6211010470138,163.72333379540967,8.62557849474689
28,308.5,v40,265.32669709910624,165.92984891907793,8.62557849474689
28,309.0,v40,269.0322931511987,168.13636404274618,8.62557849474689
28,309.5,v40,272.73788920329116,170.34287916641443,8.625578494746888
28,310.0,v40,276.4434852553836,172.5493942900827,8.62557849474689
28,310.5,v40,280.1490813074761,174.75590941375094,8.62557849474689
28,311.0,v40,283.85467735956854,176.9624245374192,8.62557849474689
28,311.5,v40,287.560273411661,179.16893966108745,8.62557849474689
28,312.0,v40,291.26586946375346,181.3754547847557,8.62557849474689
28,312.5,v40,294.9714655158459,183.58196990842396,8.625578494746891
28,313.0,v40,298.6770615679384,185.7884850320922,8.62557849474689
28,313.5,v40,302.38265762003084,187.99500015576047,8.62557849474689
28,314.0,v40,306.0882536721233,190.20151527942872,8.62557849474689
28,314.5,v40,309.79384972421576,192.40803040309697,8.62557849474689
28,315.0,v40,313.4994457763082,194.61454552676523,8.62557849474689
28,315.5,v40,317.2050418284007,196.82106065043348,8.62557849474689
28,316.0,v40,320.91063788049314,199.02757577410173,8.62557849474689
28,316.5,v40,324.6162339325856,201.23409089777,8.62557849474689
28,317.0,v40,328.32182998467806,203.44060602143824,8.62557849474689
28,317.5,v40,332.0274260367705,205.6471211451065,8.62557849474689
28,318.0,v40,335.733022088863,207.85363626877475,8.62557849474689
28,318.5,v40,339.43861814095544,210.060151392443,8.62557849474689
28,319.0,v40,343.1442141930479,212.26666651611126,8.62557849474689
28,319.5,v40,346.84981024514036,214.4731816397795,8.62557849474689
28,320.0,v40,350.5554062972328,216.67969676344777,8.62557849474689
28,320.5,v40,354.2610023493253,218.88621188711602,8.62557849474689
28,321.0,v40,357.96659840141774,221.09272701078427,8.62557849474689
28,321.5,v40,361.6721944535102,223.29924213445253,8.62557849474689
28,322.0,v40,365.37779050560266,225.50575725812075,8.62557849474689
28,322.5,v40,369.0833865576951,227.71227238178898,8.62557849474689
28,323.0,v40,372.7889826097876,229.91878750545723,8.62557849474689
28,323.5,v40,376.49457866188004,232.12530262912546,8.62557849474689
28,324.0,v40,380.2001747139725,234.33181775279368,8.62557849474689
